name,full_name,description,html_url,stars,forks,watchers,open_issues,language,topics,size_kb,license_name,created_at,updated_at,pushed_at,is_fork,archived
ParrotServe,microsoft/ParrotServe,[OSDI'24] Serving LLM-based Applications Efficiently with Semantic Variable,https://github.com/microsoft/ParrotServe,221,14,221,2,Python,,61533,MIT,2023-12-18T08:38:30Z,2026-06-08T02:37:50Z,2024-09-21T19:50:47Z,False,False
TypeScript,microsoft/TypeScript,TypeScript is a superset of JavaScript that compiles to clean JavaScript output.,https://github.com/microsoft/TypeScript,109158,13438,109158,5042,TypeScript,"javascript,language,typechecker,typescript",2960435,Apache-2.0,2014-06-17T15:28:39Z,2026-06-08T02:37:30Z,2026-06-08T00:54:56Z,False,False
conductor,microsoft/conductor,A CLI tool for defining and running multi-agent workflows with the GitHub Copilot SDK and Anthropic Agents SDK.,https://github.com/microsoft/conductor,211,26,211,27,Python,,4796,MIT,2026-02-02T14:29:41Z,2026-06-08T02:37:25Z,2026-06-05T13:27:04Z,False,False
aspire-skills,microsoft/aspire-skills,"Official Aspire skills and plugins for AI coding agents to initialize, wire, orchestrate, monitor, and deploy distributed apps.",https://github.com/microsoft/aspire-skills,47,2,47,7,TypeScript,"ai,ai-agents,ai-coding-agents,ai-skills,ai-tools,aspire,coding-agents,developer-tools,distributed-applications,github-copilot,official,skills",1001,MIT,2026-05-08T16:18:03Z,2026-06-08T02:37:17Z,2026-06-05T19:10:15Z,False,False
ai-dev-gallery,microsoft/ai-dev-gallery,An open-source project for Windows developers to learn how to add AI with local models and APIs to Windows apps.,https://github.com/microsoft/ai-dev-gallery,1463,217,1463,71,C#,"ai,csharp,developer-tools,directml,dotnet,genai,mistral,npu,onnx,onnxruntime,onnxruntime-genai,phi3,qnn,stable-diffusion,visual-studio,whisper,winappsdk,windows,winui3,wpf",72997,MIT,2024-11-06T19:01:36Z,2026-06-08T02:36:12Z,2026-06-08T02:35:52Z,False,False
mattergen,microsoft/mattergen,Official implementation of MatterGen -- a generative model for inorganic materials design across the periodic table that can be fine-tuned to steer the generation towards a wide range of property cons,https://github.com/microsoft/mattergen,1720,329,1720,12,Python,"generative-ai,materials-design,materials-science",3389,MIT,2024-11-27T11:09:38Z,2026-06-08T02:35:34Z,2026-02-27T17:17:33Z,False,False
AIforITOps,microsoft/AIforITOps,Workshop for IT/Ops teams to learn how to manage AI-enabled applications on Microsoft Azure.,https://github.com/microsoft/AIforITOps,137,44,137,0,C#,,9669,MIT,2025-11-17T21:40:29Z,2026-06-08T02:34:47Z,2026-06-05T22:25:24Z,False,False
unilm,microsoft/unilm,"Large-scale Self-supervised Pre-training Across Tasks, Languages, and Modalities",https://github.com/microsoft/unilm,22145,2696,22145,680,Python,"beit,beit-3,bitnet,deepnet,document-ai,foundation-models,kosmos,kosmos-1,layoutlm,layoutxlm,llm,minilm,mllm,multimodal,nlp,pre-trained-model,textdiffuser,trocr,unilm,xlm-e",77210,MIT,2019-07-23T04:15:28Z,2026-06-08T02:33:41Z,2026-01-23T04:09:35Z,False,False
LatentSpatialMemory,microsoft/LatentSpatialMemory,Latent Spatial Memory for Video World Models,https://github.com/microsoft/LatentSpatialMemory,10,0,10,1,Other,,101366,MIT,2026-05-01T00:50:32Z,2026-06-08T02:30:08Z,2026-06-03T18:21:38Z,False,False
apm,microsoft/apm,Agent Package Manager,https://github.com/microsoft/apm,2783,229,2783,103,Python,"ai-agents,claude-code,codex-cli,context-engineering,github-copilot,package-manager,prompt-engineering",26443,MIT,2025-09-18T13:45:22Z,2026-06-08T02:29:18Z,2026-06-07T17:35:26Z,False,False
powerbi-modeling-mcp,microsoft/powerbi-modeling-mcp,"The Power BI Modeling MCP Server, brings Power BI semantic modeling capabilities to your AI agents.",https://github.com/microsoft/powerbi-modeling-mcp,831,155,831,51,Other,,2696,MIT,2025-10-16T08:48:43Z,2026-06-08T02:24:25Z,2026-05-28T08:41:38Z,False,False
msccl,microsoft/msccl,Microsoft Collective Communication Library,https://github.com/microsoft/msccl,391,34,391,11,C++,,3099,NOASSERTION,2021-07-30T00:30:34Z,2026-06-08T02:21:23Z,2023-09-20T18:07:15Z,False,False
wil,microsoft/wil,Windows Implementation Library,https://github.com/microsoft/wil,2941,289,2941,141,C++,,2261,MIT,2018-11-07T22:05:06Z,2026-06-08T02:17:03Z,2026-05-01T16:38:20Z,False,False
Planetary-Explorer,microsoft/Planetary-Explorer,An AI powered geospatial application that allows you to explore and visualize Earth science data using natural language.,https://github.com/microsoft/Planetary-Explorer,165,46,165,1,Python,,105670,MIT,2025-09-15T16:46:22Z,2026-06-08T02:16:02Z,2026-06-01T23:48:22Z,False,False
wslg,microsoft/wslg,Enabling the Windows Subsystem for Linux to include support for Wayland and X server related scenarios,https://github.com/microsoft/wslg,11681,419,11681,680,C++,,2051,MIT,2021-03-11T23:41:15Z,2026-06-08T02:14:02Z,2026-06-05T20:56:26Z,False,False
advanced-formula-environment,microsoft/advanced-formula-environment,"Create, edit, and reuse formulas in Excel",https://github.com/microsoft/advanced-formula-environment,126,13,126,57,Other,"excel,office-addin",42,MIT,2022-01-25T10:53:13Z,2026-06-08T02:13:24Z,2022-12-08T10:33:22Z,False,False
Sims,microsoft/Sims,A lightweight web client for Interactive Geospatial Feature Discovery.,https://github.com/microsoft/Sims,50,4,50,21,Python,,4419,MIT,2024-09-12T07:59:49Z,2026-06-08T02:13:13Z,2026-03-06T03:11:56Z,False,False
teams.ts,microsoft/teams.ts,Aa suite of packages used to build on the Teams Platform.,https://github.com/microsoft/teams.ts,99,34,99,28,TypeScript,,27202,MIT,2025-01-23T05:34:36Z,2026-06-08T02:12:52Z,2026-06-08T03:30:20Z,False,False
vscode-copilot-chat,microsoft/vscode-copilot-chat,Copilot Chat extension for VS Code,https://github.com/microsoft/vscode-copilot-chat,9945,1965,9945,256,TypeScript,,86542,MIT,2025-06-10T16:21:19Z,2026-06-08T02:12:12Z,2026-05-20T10:23:40Z,False,True
godot-csharp-essentials,microsoft/godot-csharp-essentials,This repository hosts course material designed for C# developers who want to learn game development using the Godot Engine.,https://github.com/microsoft/godot-csharp-essentials,320,17,320,1,C#,,4480,MIT,2025-07-24T20:04:31Z,2026-06-08T02:10:56Z,2026-01-16T01:07:18Z,False,False
microsoft-ui-reactor,microsoft/microsoft-ui-reactor,Reactor is an experimental set of extensions to WinUI,https://github.com/microsoft/microsoft-ui-reactor,432,23,432,55,C#,,36405,MIT,2026-04-16T21:22:49Z,2026-06-08T02:10:03Z,2026-06-08T04:31:20Z,False,False
aurora,microsoft/aurora,Implementation of the Aurora model for Earth system forecasting,https://github.com/microsoft/aurora,912,150,912,60,Python,"atmospheric-chemistry,aurora-model,deep-learning,foundation-models,ocean-waves,tropical-cyclone-tracking,weather-prediction",21300,NOASSERTION,2024-07-15T14:23:39Z,2026-06-08T02:09:48Z,2025-11-20T08:19:06Z,False,False
Employee-Self-Service-Agent-Developer-Kit,microsoft/Employee-Self-Service-Agent-Developer-Kit,Customize your Employee Self-Service (ESS) agent using GitHub Copilot,https://github.com/microsoft/Employee-Self-Service-Agent-Developer-Kit,12,6,12,30,Python,,2669,MIT,2026-04-08T17:06:01Z,2026-06-08T02:09:37Z,2026-06-08T04:17:17Z,False,False
vsmarketplace,microsoft/vsmarketplace,Customer feedback and issue tracker repository for Visual Studio Marketplace,https://github.com/microsoft/vsmarketplace,188,36,188,139,PowerShell,,1970,MIT,2021-02-18T15:38:06Z,2026-06-08T02:07:34Z,2026-06-08T02:07:32Z,False,False
OmniParser,microsoft/OmniParser,A simple screen parsing tool towards pure vision based GUI agent,https://github.com/microsoft/OmniParser,24865,2178,24865,231,Jupyter Notebook,,51971,CC-BY-4.0,2024-09-20T05:18:18Z,2026-06-08T02:07:20Z,2026-04-13T23:45:39Z,False,False
ELL,microsoft/ELL,Embedded Learning Library,https://github.com/microsoft/ELL,2303,293,2303,33,C++,,33415,NOASSERTION,2016-09-27T19:12:29Z,2026-06-08T02:05:48Z,2024-06-01T16:49:37Z,False,True
Get-ExchangeBuildNumber,microsoft/Get-ExchangeBuildNumber,You can search build numbers of Exchange Server.,https://github.com/microsoft/Get-ExchangeBuildNumber,20,7,20,0,PowerShell,,51,MIT,2016-09-03T07:10:53Z,2026-06-08T02:04:29Z,2026-06-08T02:04:24Z,False,False
uutils-coreutils,microsoft/uutils-coreutils,(Temporary) Fork of https://github.com/uutils/coreutils,https://github.com/microsoft/uutils-coreutils,11,0,11,0,Rust,,40353,MIT,2026-05-11T16:15:48Z,2026-06-08T02:04:17Z,2026-06-01T14:44:32Z,True,False
low-latency-audio,microsoft/low-latency-audio,ASIO driver development for Windows,https://github.com/microsoft/low-latency-audio,132,9,132,5,C++,,1465,MIT,2024-06-14T15:55:28Z,2026-06-08T01:59:14Z,2026-06-04T08:56:19Z,False,False
DebugMCP,microsoft/DebugMCP,"Gift your VS Code agent a real debugger: breakpoints, stepping, inspection.",https://github.com/microsoft/DebugMCP,369,33,369,30,TypeScript,"ai-agent,ai-debugging,breakpoints,copilot,cursor,debugger,llm,mcp,model-context-protocol,vscode-extension",35075,MIT,2025-09-30T14:04:04Z,2026-06-08T01:54:01Z,2026-06-04T20:43:19Z,False,False
CsWin32,microsoft/CsWin32,A source generator to add a user-defined set of Win32 P/Invoke methods and supporting types to a C# project.,https://github.com/microsoft/CsWin32,2497,122,2497,146,C#,,6649,MIT,2020-12-01T18:59:20Z,2026-06-08T01:47:31Z,2026-06-03T02:45:23Z,False,False
WindowsAgentArena,microsoft/WindowsAgentArena,Windows Agent Arena (WAA) 🪟 is a scalable OS platform for testing and benchmarking of multi-modal AI agents.,https://github.com/microsoft/WindowsAgentArena,865,94,865,35,Python,"agentic,ai,ai-agent,ai-benchmark,ai-research,computer,computer-use,desktop-agent,windows",200303,MIT,2024-07-29T15:31:40Z,2026-06-08T01:45:44Z,2026-04-13T19:58:37Z,False,False
bioemu,microsoft/bioemu,Inference code for scalable emulation of protein equilibrium ensembles with generative deep learning,https://github.com/microsoft/bioemu,826,141,826,0,Python,,35220,MIT,2024-12-17T16:25:33Z,2026-06-08T01:42:25Z,2026-05-28T09:22:29Z,False,False
agent-academy,microsoft/agent-academy,Curated lessons on getting started building agents with Copilot Studio,https://github.com/microsoft/agent-academy,2682,180,2682,183,JavaScript,"agents,copilot",4224679,MIT,2025-03-11T19:07:11Z,2026-06-08T01:42:12Z,2026-06-08T01:42:08Z,False,False
MixedReality-GraphicsTools-Unreal,microsoft/MixedReality-GraphicsTools-Unreal,Graphics tools and components for developing Mixed Reality applications in Unreal Engine.,https://github.com/microsoft/MixedReality-GraphicsTools-Unreal,125,25,125,0,C++,"augmented-reality,mixed-reality,mixedrealitytoolkit,mrtk,unreal,virtual-reality,vr",54469,MIT,2020-09-30T21:59:39Z,2026-06-08T01:40:15Z,2024-10-05T00:07:34Z,False,True
VITRA,microsoft/VITRA,[ICRA 2026] VITRA: Scalable Vision-Language-Action Model Pretraining for Robotic Manipulation with Real-Life Human Activity Videos,https://github.com/microsoft/VITRA,389,27,389,17,Python,,95032,MIT,2025-10-26T09:53:28Z,2026-06-08T01:38:41Z,2026-05-12T09:32:56Z,False,False
node-pty,microsoft/node-pty,Fork pseudoterminals in Node.JS,https://github.com/microsoft/node-pty,1956,317,1956,42,TypeScript,"conpty,forkpty,openpty,pseudoterminal,pty,terminal,winpty",12289,NOASSERTION,2016-05-20T19:32:13Z,2026-06-08T01:37:47Z,2026-06-03T18:05:01Z,False,False
NUWA,microsoft/NUWA,A unified 3D Transformer Pipeline for visual synthesis,https://github.com/microsoft/NUWA,2799,164,2799,16,Other,,308909,None,2021-11-03T09:10:37Z,2026-06-08T01:34:49Z,2023-05-29T09:07:41Z,False,False
JARVIS,microsoft/JARVIS,"JARVIS, a system to connect LLMs with ML community. Paper: https://arxiv.org/pdf/2303.17580.pdf",https://github.com/microsoft/JARVIS,24823,2137,24823,2815,Python,"deep-learning,platform,pytorch",41674,MIT,2023-03-30T02:57:12Z,2026-06-08T01:31:28Z,2025-07-29T13:44:13Z,False,False
ARI,microsoft/ARI,Azure Resource Inventory - It's a Powerful tool to create EXCEL inventory from Azure Resources with low effort,https://github.com/microsoft/ARI,1634,508,1634,7,PowerShell,"architecture,azure,azure-cloudshell,azure-inventory,azure-resource-inventory,cloud,documentation,importexcel,inventory,powershell",7419,MIT,2020-12-03T22:50:08Z,2026-06-08T01:22:18Z,2026-06-02T12:31:49Z,False,False
rho,microsoft/rho,Repo for Rho-1: Token-level Data Selection & Selective Pretraining of LLMs.,https://github.com/microsoft/rho,468,13,468,6,Other,,3835,MIT,2024-04-09T02:45:25Z,2026-06-08T01:21:09Z,2024-04-18T07:28:16Z,False,False
Data-Science-For-Beginners,microsoft/Data-Science-For-Beginners,"10 Weeks, 20 Lessons, Data Science for All!",https://github.com/microsoft/Data-Science-For-Beginners,35562,7238,35562,4,Jupyter Notebook,"data-analysis,data-science,data-visualization,microsoft-for-beginners,pandas,python",1873708,MIT,2021-03-03T16:30:15Z,2026-06-08T01:19:26Z,2026-06-03T21:48:11Z,False,False
Build26-DEM333-how-foundry-integrates-with-open-source-frameworks-and-tools,microsoft/Build26-DEM333-how-foundry-integrates-with-open-source-frameworks-and-tools,"Demo building a practical agent using open-source tools then operationalizing in Microsoft Foundry — MCP, Playwright, OpenTelemetry, Responses API, and A2A agent communication. From Microsoft Build 20",https://github.com/microsoft/Build26-DEM333-how-foundry-integrates-with-open-source-frameworks-and-tools,4,1,4,2,Python,"a2a-protocol,azure-ai-foundry,build-2026,mcp,microsoft-build,open-source,opentelemetry",560,MIT,2026-04-09T23:29:59Z,2026-06-08T01:17:18Z,2026-06-08T00:35:22Z,False,False
azure-pipelines-tasks,microsoft/azure-pipelines-tasks,Tasks for Azure Pipelines,https://github.com/microsoft/azure-pipelines-tasks,3645,2688,3645,507,TypeScript,,770259,MIT,2014-12-06T11:11:46Z,2026-06-08T01:17:10Z,2026-06-08T02:40:36Z,False,False
qdk-ec,microsoft/qdk-ec,,https://github.com/microsoft/qdk-ec,27,7,27,15,Rust,,2673,MIT,2025-12-09T18:56:17Z,2026-06-08T01:16:32Z,2026-06-08T02:56:15Z,False,False
vscode-mssql,microsoft/vscode-mssql,Visual Studio Code SQL Server extension.,https://github.com/microsoft/vscode-mssql,1880,589,1880,180,TypeScript,,167644,NOASSERTION,2016-06-26T04:38:04Z,2026-06-08T01:15:51Z,2026-06-08T01:20:08Z,False,False
amplifier-foundation,microsoft/amplifier-foundation,Foundation library for the Amplifier project,https://github.com/microsoft/amplifier-foundation,16,17,16,25,Python,,12400,MIT,2025-12-09T22:41:57Z,2026-06-08T01:15:39Z,2026-06-03T18:08:23Z,False,False
amplifier-app-cli,microsoft/amplifier-app-cli,Reference implementation of CLI interface for Amplifier project,https://github.com/microsoft/amplifier-app-cli,19,25,19,13,Python,,2467,MIT,2025-10-08T20:03:06Z,2026-06-08T01:15:28Z,2026-06-02T22:27:18Z,False,False
amplifier-core,microsoft/amplifier-core,,https://github.com/microsoft/amplifier-core,23,23,23,9,Rust,,2709,MIT,2025-09-30T18:50:10Z,2026-06-08T01:15:13Z,2026-06-05T16:09:18Z,False,False
mimalloc,microsoft/mimalloc,mimalloc is a compact general purpose allocator with excellent performance.,https://github.com/microsoft/mimalloc,13070,1119,13070,407,C,,9331,MIT,2019-06-19T21:14:44Z,2026-06-08T01:14:22Z,2026-05-08T18:48:09Z,False,False
BCTech,microsoft/BCTech,Business Central technology samples,https://github.com/microsoft/BCTech,730,382,730,85,AL,"al-language,bcopensource,dynamics-365,dynamics-365-bc,dynamics-365-business-central",1952327,MIT,2018-11-15T09:56:08Z,2026-06-08T01:14:18Z,2026-06-08T01:14:14Z,False,False
amplifier-bundle-context-intelligence,microsoft/amplifier-bundle-context-intelligence,Context Intelligence bundle for the Amplifier project,https://github.com/microsoft/amplifier-bundle-context-intelligence,1,0,1,5,Python,,3783,MIT,2026-03-25T13:10:04Z,2026-06-08T01:13:22Z,2026-06-08T00:58:40Z,False,False
lisa,microsoft/lisa,"LISA is developed and maintained by Microsoft, to empower Linux validation.",https://github.com/microsoft/lisa,330,235,330,74,Python,"automation-framework,azure,cloudtesting,e2e-testing,hyperv,linux,linux-compatibility,testing",33153,MIT,2019-03-09T00:23:37Z,2026-06-08T01:11:25Z,2026-06-08T01:11:22Z,False,False
DirectXTK,microsoft/DirectXTK,The DirectX Tool Kit (aka DirectXTK) is a collection of helper classes for writing DirectX 11.x code in C++,https://github.com/microsoft/DirectXTK,2816,531,2816,32,C++,"cpp-library,desktop,directx,directx-11,directxtk,graphics,microsoft,uwp,xbox",9723,MIT,2015-04-09T19:38:28Z,2026-06-08T01:10:48Z,2026-06-06T20:53:37Z,False,False
Swin-Transformer,microsoft/Swin-Transformer,"This is an official implementation for ""Swin Transformer: Hierarchical Vision Transformer using Shifted Windows"".",https://github.com/microsoft/Swin-Transformer,15954,2222,15954,204,Python,"ade20k,image-classification,imagenet,mask-rcnn,mscoco,object-detection,semantic-segmentation,swin-transformer",1099,MIT,2021-03-25T12:42:36Z,2026-06-08T01:09:56Z,2024-07-24T17:09:57Z,False,False
Microsoft-Win32-Content-Prep-Tool,microsoft/Microsoft-Win32-Content-Prep-Tool,A tool to wrap Win32 App and then it can be uploaded to Intune,https://github.com/microsoft/Microsoft-Win32-Content-Prep-Tool,1451,285,1451,32,Other,,282,None,2019-01-29T00:24:38Z,2026-06-08T01:08:43Z,2026-03-20T19:35:59Z,False,False
call-center-ai,microsoft/call-center-ai,"Send a phone call from AI agent, in an API call. Or, directly call the bot from the configured phone number!",https://github.com/microsoft/call-center-ai,6498,774,6498,44,Python,,190751,Apache-2.0,2024-01-09T10:03:55Z,2026-06-08T01:08:37Z,2026-05-20T22:31:45Z,False,False
Quantum,microsoft/Quantum,Microsoft Quantum Development Kit Samples,https://github.com/microsoft/Quantum,4037,942,4037,53,Jupyter Notebook,"python,qdk,qsharp,quantum,quantum-computing,quantum-development-kit",33395,MIT,2017-11-08T23:24:33Z,2026-06-08T01:05:21Z,2024-01-12T17:50:28Z,False,True
TypeScript-Website,microsoft/TypeScript-Website,The Website and web infrastructure for learning TypeScript,https://github.com/microsoft/TypeScript-Website,2527,1503,2527,196,TypeScript,,118102,CC-BY-4.0,2019-06-26T23:47:29Z,2026-06-08T01:00:58Z,2026-06-05T15:43:30Z,False,False
duroxide,microsoft/duroxide,,https://github.com/microsoft/duroxide,135,52,135,18,Rust,,5780,MIT,2026-02-13T17:42:53Z,2026-06-08T00:52:34Z,2026-06-08T02:51:25Z,False,False
c2pa-extension-validator,microsoft/c2pa-extension-validator,Browser extension to validate C2PA digital assets,https://github.com/microsoft/c2pa-extension-validator,18,5,18,10,TypeScript,,57126,MIT,2024-02-21T19:49:14Z,2026-06-08T00:52:05Z,2024-09-24T00:42:04Z,False,False
memento,microsoft/memento,,https://github.com/microsoft/memento,486,43,486,1,Python,,11410,MIT,2026-03-18T16:50:02Z,2026-06-08T00:47:55Z,2026-04-08T23:52:13Z,False,False
mcs-labs,microsoft/mcs-labs,,https://github.com/microsoft/mcs-labs,116,84,116,16,HTML,,205105,MIT,2025-06-06T13:26:27Z,2026-06-08T00:44:05Z,2026-06-07T08:41:44Z,False,False
CyberBattleSim,microsoft/CyberBattleSim,An experimentation and research platform to investigate the interaction of automated agents in an abstract simulated network environments.,https://github.com/microsoft/CyberBattleSim,1773,282,1773,19,Jupyter Notebook,,52489,MIT,2020-11-17T23:18:59Z,2026-06-08T00:39:37Z,2026-04-21T18:27:39Z,False,False
azure-devops-mcp,microsoft/azure-devops-mcp,"The MCP server for Azure DevOps, bringing the power of Azure DevOps directly to your agents.",https://github.com/microsoft/azure-devops-mcp,1772,568,1772,9,TypeScript,,40165,MIT,2025-05-15T13:12:42Z,2026-06-08T00:38:41Z,2026-06-05T15:24:37Z,False,False
entrabot,microsoft/entrabot,Give a device-local AI agent its own Microsoft Entra identity. Reference implementation for Microsoft Agent 365 and Entra Agent ID.,https://github.com/microsoft/entrabot,0,1,0,1,Python,"a365,agent-365,agent-identity,agents,claude,copilot,entra-id,fastmcp,mcp,mcp-server,microsoft,python,teams",21336,MIT,2026-05-26T20:07:04Z,2026-06-08T00:32:31Z,2026-06-08T00:52:08Z,False,False
Build26-BRK242-turn-your-agents-into-action-connect-tools-apis-and-documents,microsoft/Build26-BRK242-turn-your-agents-into-action-connect-tools-apis-and-documents,"Resources for connecting agents to the right tools, APIs, and documents with context-aware toolset selection, efficient token usage, and built-in governance. From Microsoft Build 2026.",https://github.com/microsoft/Build26-BRK242-turn-your-agents-into-action-connect-tools-apis-and-documents,5,1,5,3,Python,"ai-agents,api-integration,azure-ai-foundry,build-2026,mcp,microsoft-build,tool-use",3278,MIT,2026-04-10T22:44:22Z,2026-06-08T00:24:43Z,2026-06-04T17:48:58Z,False,False
Build26-BRK241-from-prototype-to-production-build-and-run-agents-at-scale,microsoft/Build26-BRK241-from-prototype-to-production-build-and-run-agents-at-scale,"Engineering patterns for taking AI agents to production — deployment, tools, memory, long-running work, human oversight, and observability at scale. From Microsoft Build 2026.",https://github.com/microsoft/Build26-BRK241-from-prototype-to-production-build-and-run-agents-at-scale,3,0,3,0,Python,"agent-orchestration,ai-agents,azure-ai-foundry,build-2026,microsoft-build,observability,production-ai",1007,MIT,2026-04-10T22:44:09Z,2026-06-08T00:24:18Z,2026-06-04T23:56:47Z,False,False
Build26-BRK240-build-context-aware-agents-from-data-to-decisions,microsoft/Build26-BRK240-build-context-aware-agents-from-data-to-decisions,"Resources for designing agents with Foundry IQ, Fabric IQ, and Work IQ — search across organizational knowledge, reason over business data, and operate within trusted boundaries. From Microsoft Build ",https://github.com/microsoft/Build26-BRK240-build-context-aware-agents-from-data-to-decisions,5,1,5,0,Other,"ai-agents,azure-ai-foundry,build-2026,enterprise-ai,knowledge-graph,microsoft-build,microsoft-fabric",160,MIT,2026-04-10T22:43:54Z,2026-06-08T00:23:06Z,2026-06-02T13:57:41Z,False,False
language-server-protocol,microsoft/language-server-protocol,Defines a common protocol for language servers.,https://github.com/microsoft/language-server-protocol,12873,969,12873,293,HTML,,7496,CC-BY-4.0,2015-09-04T09:24:55Z,2026-06-08T00:23:02Z,2026-06-04T07:01:38Z,False,False
Dataverse-skills,microsoft/Dataverse-skills,"Microsoft Dataverse skills for AI coding agents. Wraps the Dataverse MCP server, Dataverse CLI, Python SDK, and PAC CLI behind specialist skills for building, querying, deploying, and administering Da",https://github.com/microsoft/Dataverse-skills,133,34,133,18,Other,"agent-skills,dataverse,dynamics-365,dynamics-crm,mcp,mcp-server,plugin,power-platform",530,MIT,2026-03-11T23:00:58Z,2026-06-08T00:14:11Z,2026-06-08T00:15:18Z,False,False
ai-agent-runbooks,microsoft/ai-agent-runbooks,Go-to hub for building and deploying production-ready AI Agent solutions,https://github.com/microsoft/ai-agent-runbooks,22,4,22,1,HTML,,169204,MIT,2026-03-20T20:52:58Z,2026-06-08T00:11:44Z,2026-06-04T22:23:37Z,False,False
qdk-chemistry,microsoft/qdk-chemistry,A high-performance toolkit for quantum and classical chemistry calculations.,https://github.com/microsoft/qdk-chemistry,50,21,50,59,C++,"quantum-chemistry,quantum-computing",49069,MIT,2025-10-14T23:14:28Z,2026-06-08T00:10:07Z,2026-06-08T00:10:04Z,False,False
verified-storage,microsoft/verified-storage,Storage systems with verified correctness properties,https://github.com/microsoft/verified-storage,68,24,68,1,Rust,,151335,MIT,2023-06-13T19:03:44Z,2026-06-08T00:09:00Z,2026-05-28T18:02:51Z,False,False
Build26-DEM346-whats-new-in-windows-subsystem-for-linux,microsoft/Build26-DEM346-whats-new-in-windows-subsystem-for-linux,"Demo resources covering the latest WSL features including WSL Containers — packaging Linux apps as Windows executables, GPU-accelerated ML workloads, and containerized web apps. From Microsoft Build 2",https://github.com/microsoft/Build26-DEM346-whats-new-in-windows-subsystem-for-linux,12,0,12,0,Vue,"build-2026,containers,gpu-computing,linux,microsoft-build,windows-subsystem-for-linux,wsl",61102,MIT,2026-04-09T23:30:57Z,2026-06-07T23:56:57Z,2026-06-04T23:59:32Z,False,False
TinyTroupe,microsoft/TinyTroupe,LLM-powered multiagent persona simulation for imagination enhancement and business insights.,https://github.com/microsoft/TinyTroupe,7465,661,7465,18,Jupyter Notebook,,106412,MIT,2024-03-25T00:44:36Z,2026-06-07T23:56:46Z,2026-05-07T18:49:53Z,False,False
PromptWizard,microsoft/PromptWizard,Task-Aware Agent-driven Prompt Optimization Framework,https://github.com/microsoft/PromptWizard,3874,337,3874,23,Python,,1701,MIT,2024-05-30T08:05:17Z,2026-06-07T23:48:10Z,2025-10-13T21:51:01Z,False,False
Security-101,microsoft/Security-101,"8 Lessons, Kick-start Your Cybersecurity Learning.",https://github.com/microsoft/Security-101,6526,883,6526,1,HTML,"appsec,cia-triad,data-protection,data-security,iam,identity,risk-management,secops,security,threat-modeling,zero-trust",229044,CC0-1.0,2024-01-31T02:05:05Z,2026-06-07T23:32:04Z,2025-12-21T10:07:56Z,False,False
mcp-gateway,microsoft/mcp-gateway,"MCP Gateway is a reverse proxy and management layer for MCP servers, enabling scalable, session-aware stateful routing and lifecycle management of MCP servers in Kubernetes environments.",https://github.com/microsoft/mcp-gateway,679,71,679,13,C#,"ai,api-gateway,arm-deployments,asp-net-core,azure,bicep,cloud-computing,cloud-computing-service,csharp,docker,gateway,infrastructure-as-code,kubernetes,llm,mcp,powershell,restful-api",513,MIT,2025-05-14T18:16:35Z,2026-06-07T23:19:41Z,2026-06-05T21:31:44Z,False,False
github-constellation-software,microsoft/github-constellation-software,A curated public hub of GitHub and GitHub Copilot resources for Constellation Software Inc. (CSI) portfolio companies - maintained by the GitHub @ CSI team at Microsoft.,https://github.com/microsoft/github-constellation-software,1,0,1,0,Other,"ai,github,github-copilot,governance,learn-resources",47,MIT,2026-05-07T17:46:46Z,2026-06-07T23:17:23Z,2026-06-07T14:39:09Z,False,False
promptflow,microsoft/promptflow,"Build high-quality LLM apps - from prototyping, testing to production deployment and monitoring.",https://github.com/microsoft/promptflow,11143,1106,11143,83,Python,"ai,ai-application-development,ai-applications,chatgpt,gpt,llm,prompt,prompt-engineering",173695,MIT,2023-06-30T06:03:06Z,2026-06-07T23:15:52Z,2026-06-04T02:58:12Z,False,False
vscode-vsce,microsoft/vscode-vsce,VS Code Extension Manager,https://github.com/microsoft/vscode-vsce,1023,249,1023,55,TypeScript,,3236,NOASSERTION,2015-09-22T10:04:25Z,2026-06-07T23:13:35Z,2026-06-03T21:28:40Z,False,False
Mastering-GitHub-Copilot-for-Paired-Programming,microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,A multi-module course teaching everything you need to know about using GitHub Copilot as an AI Peer Programming resource.,https://github.com/microsoft/Mastering-GitHub-Copilot-for-Paired-Programming,7952,1732,7952,0,Python,"copilot,csharp,dotnet,github,github-copilot,github-copilot-chat,github-copilot-for-azure,github-copilot-free,github-copilot-training,javascript,lab,labs,microsoft,python,sql,tutorial,tutorial-code,tutorial-exercises,visual-studio-code,vscode",151633,MIT,2023-11-29T19:35:47Z,2026-06-07T23:11:00Z,2026-05-18T18:21:19Z,False,False
LMOps,microsoft/LMOps,General technology for enabling AI capabilities w/ LLMs and MLLMs,https://github.com/microsoft/LMOps,4405,373,4405,108,Python,"agi,gpt,language-model,llm,lm,lmops,nlp,pretraining,prompt,promptist,x-prompt",100756,MIT,2022-12-13T12:56:21Z,2026-06-07T23:10:40Z,2026-06-04T01:38:38Z,False,False
